Id;Name;Duration;LastRun;LastResults;Verdict;Cycle;Stage
7124;83238;56057;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7125;88355;54284;2015-08-14 14:49:00;[1, 0, 1];0;68;120
7126;83227;61299;2015-08-14 14:49:00;[1, 0, 0, 1, 0, 1, 1, 0];0;68;120
7127;83281;56898;2015-08-14 14:49:00;[1, 1, 0, 0, 1];0;68;120
7128;83288;54637;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7129;83250;55308;2015-08-14 14:49:00;[1, 0, 1, 0, 1, 1, 1, 1, 1];0;68;120
7130;83291;58218;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7131;83264;56845;2015-08-14 14:49:00;[1, 0, 0, 1, 1];0;68;120
7132;83304;56755;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7133;83244;57732;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7134;83252;56520;2015-08-14 14:49:00;[1, 0, 1, 0, 1, 1, 1, 1, 1];0;68;120
7135;83275;57962;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7136;83228;57257;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 1, 0];0;68;120
7137;83279;56058;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7138;83299;56667;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7139;83236;56017;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 1, 1];0;68;120
7140;83232;57388;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 1, 1, 1];0;68;120
7141;83265;58813;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7142;83286;55684;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7143;83273;55561;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7144;83303;55586;2015-08-14 14:49:00;[1, 1, 0, 0];0;68;120
7145;83237;56135;2015-08-14 14:49:00;[1, 1, 1, 1, 1, 1, 1];0;68;120
7146;83230;56937;2015-08-14 14:49:00;[1, 1, 1, 1, 1, 1, 1];1;68;120
7147;83249;57146;2015-08-14 14:49:00;[1, 0, 1, 0, 1, 1, 1, 1, 1];0;68;120
7148;83261;56618;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7149;83257;56729;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7150;83272;59171;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7151;83305;55867;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7152;83248;55223;2015-08-14 14:49:00;[1, 0, 1, 0, 1, 1, 1, 1, 1];0;68;120
7153;83246;56885;2015-08-14 14:49:00;[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1];1;68;120
7154;83253;56763;2015-08-14 14:49:00;[1, 0, 1, 0, 1, 1, 1, 1, 1];0;68;120
7155;83295;53276;2015-08-14 14:49:00;[1, 1, 0, 0];1;68;120
7156;88358;54328;2015-08-14 14:49:00;[1, 0, 1];0;68;120
7157;83298;60163;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7158;83302;54898;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7159;83290;57460;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7160;83266;56640;2015-08-14 14:49:00;[1, 0, 1, 1, 1];0;68;120
7161;83258;56242;2015-08-14 14:49:00;[1, 0, 0, 1, 1];0;68;120
7162;83294;56005;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7163;83282;56256;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7164;83231;55944;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0];0;68;120
7165;83240;53868;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7166;83229;51024;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0];0;68;120
7167;83251;57186;2015-08-14 14:49:00;[1, 0, 1, 0, 1, 1, 1, 1, 1];0;68;120
7168;83307;59408;2015-08-14 14:49:00;[1, 0, 1, 1, 1, 1, 1, 0];0;68;120
7169;83297;57544;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7170;83259;57407;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7171;83262;56867;2015-08-14 14:49:00;[1, 0, 0, 1, 0];0;68;120
7172;83234;55152;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 1];0;68;120
7173;83245;56107;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7174;83292;55420;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7175;83289;58632;2015-08-14 14:49:00;[1, 0, 0, 1, 1];0;68;120
7176;83242;56497;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7177;83255;56440;2015-08-14 14:49:00;[1, 0, 0, 1, 1];0;68;120
7178;83278;57840;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7179;83301;58343;2015-08-14 14:49:00;[1, 1, 0, 1, 1];0;68;120
7180;83287;56093;2015-08-14 14:49:00;[1, 1, 1, 1, 1];1;68;120
7181;83280;54481;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7182;83284;58051;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7183;83285;57079;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7184;83267;57257;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7185;88424;54655;2015-08-14 14:49:00;[1, 0, 1];0;68;120
7186;88342;54539;2015-08-14 14:49:00;[1, 0, 1];0;68;120
7187;83296;57952;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7188;83256;60632;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7189;83300;58863;2015-08-14 14:49:00;[1, 0, 0, 0];0;68;120
7190;83306;54758;2015-08-14 14:49:00;[1, 0, 0, 1, 0];0;68;120
7191;83274;55906;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7192;83270;64289;2015-08-14 14:49:00;[1, 0, 0, 0, 0, 1, 0, 0, 1];1;68;120
7193;83260;56074;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7194;83283;67551;2015-08-14 14:49:00;[1, 0, 0, 0, 1];0;68;120
7195;83269;68860;2015-08-14 14:49:00;[1, 1, 0, 1, 0, 1, 0];0;68;120
7196;83233;56470;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 1];0;68;120
7197;83241;56037;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7198;83243;58057;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7199;83263;57042;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7200;83276;54317;2015-08-14 14:49:00;[1, 1, 1, 1];1;68;120
7201;83271;59604;2015-08-14 14:49:00;[1, 0, 0, 1, 1, 1, 1, 1];0;68;120
7202;83268;58371;2015-08-14 14:49:00;[1, 0, 0, 0, 0];0;68;120
7203;83239;55813;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 0, 1];0;68;120
7204;83235;55756;2015-08-14 14:49:00;[1, 0, 0, 0, 1, 1];0;68;120
7205;83247;56454;2015-08-14 14:49:00;[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];0;68;120
7206;100274;47252;2015-08-14 16:11:00;[];0;68;120
7207;100276;63062;2015-08-14 16:15:00;[];0;68;120
7208;100289;73299;2015-08-14 16:15:00;[];0;68;120
7209;100293;72145;2015-08-14 16:15:00;[];0;68;120
7210;100300;73864;2015-08-14 16:15:00;[];0;68;120
7211;100282;65746;2015-08-14 16:15:00;[];0;68;120
7212;100297;66270;2015-08-14 16:15:00;[];0;68;120
7213;100273;82119;2015-08-14 16:15:00;[];1;68;120
7214;100302;72226;2015-08-14 16:15:00;[];0;68;120
7215;100275;63863;2015-08-14 16:15:00;[];0;68;120
7216;100283;67348;2015-08-14 16:15:00;[];0;68;120
7217;100296;71755;2015-08-14 16:15:00;[];0;68;120
7218;100272;65818;2015-08-14 16:15:00;[];1;68;120
7219;100286;62503;2015-08-14 16:15:00;[];0;68;120
7220;100294;69421;2015-08-14 16:15:00;[];1;68;120
7221;100280;66822;2015-08-14 16:15:00;[];0;68;120
7222;100285;65781;2015-08-14 16:15:00;[];0;68;120
7223;100298;76957;2015-08-14 16:15:00;[];0;68;120
7224;100292;74186;2015-08-14 16:15:00;[];0;68;120
7225;100287;73698;2015-08-14 16:15:00;[];0;68;120
7226;100290;73219;2015-08-14 16:15:00;[];0;68;120
7227;100279;70420;2015-08-14 16:15:00;[];0;68;120
7228;100278;70476;2015-08-14 16:15:00;[];0;68;120
7229;100281;69257;2015-08-14 16:15:00;[];0;68;120
7230;100274;47252;2015-08-14 16:15:00;[0];1;68;121
7231;100291;73075;2015-08-14 16:15:00;[];1;68;121
7232;100288;72364;2015-08-14 16:15:00;[];0;68;121
7233;100295;70062;2015-08-14 16:15:00;[];0;68;121
7234;100299;75805;2015-08-14 16:15:00;[];0;68;121
7235;100277;62221;2015-08-14 16:15:00;[];0;68;121
7236;100301;76093;2015-08-14 16:15:00;[];0;68;121
7237;100284;68403;2015-08-14 16:15:00;[];0;68;121
7238;86167;69336;2015-08-17 08:32:00;[1];1;69;122
7239;100303;76425;2015-08-17 08:50:00;[];0;70;123
7240;100317;63566;2015-08-17 08:50:00;[];0;70;123
7241;100323;65224;2015-08-17 08:50:00;[];1;70;123
7242;100319;66767;2015-08-17 08:50:00;[];0;70;123
7243;100337;73975;2015-08-17 08:50:00;[];0;70;123
7244;100333;70591;2015-08-17 08:50:00;[];0;70;123
7245;100318;73943;2015-08-17 08:50:00;[];0;70;123
7246;100322;70258;2015-08-17 08:50:00;[];1;70;123
7247;100311;78105;2015-08-17 08:50:00;[];0;70;123
7248;100306;72218;2015-08-17 08:50:00;[];1;70;123
7249;100324;63487;2015-08-17 08:50:00;[];0;70;123
7250;100304;72344;2015-08-17 08:50:00;[];0;70;123
7251;100331;71420;2015-08-17 08:50:00;[];0;70;123
7252;100330;67902;2015-08-17 08:50:00;[];0;70;123
7253;100316;72877;2015-08-17 08:50:00;[];0;70;123
7254;100332;75400;2015-08-17 08:50:00;[];0;70;123
7255;100308;65706;2015-08-17 08:50:00;[];1;70;123
7256;100307;62458;2015-08-17 08:50:00;[];1;70;123
7257;100321;72748;2015-08-17 08:50:00;[];0;70;123
7258;100310;64214;2015-08-17 08:50:00;[];0;70;123
7259;100314;68820;2015-08-17 08:50:00;[];0;70;123
7260;100305;64529;2015-08-17 08:50:00;[];1;70;123
7261;100312;74564;2015-08-17 08:50:00;[];0;70;123
7262;100328;63898;2015-08-17 08:50:00;[];0;70;123
7263;100335;74306;2015-08-17 08:50:00;[];0;70;123
7264;100309;73460;2015-08-17 08:50:00;[];0;70;123
7265;100338;73989;2015-08-17 08:50:00;[];0;70;123
7266;100334;68617;2015-08-17 08:50:00;[];0;70;123
7267;100325;63573;2015-08-17 08:50:00;[];0;70;123
7268;100313;74431;2015-08-17 08:50:00;[];0;70;123
7269;100336;72456;2015-08-17 08:50:00;[];0;70;123
7270;100327;62728;2015-08-17 08:50:00;[];0;70;123
7271;100315;72340;2015-08-17 08:50:00;[];1;70;123
7272;100326;62610;2015-08-17 08:50:00;[];0;70;123
7273;100329;62814;2015-08-17 08:50:00;[];1;70;123
7274;100320;73296;2015-08-17 08:50:00;[];0;70;123
7275;100341;77007;2015-08-17 08:51:00;[];0;70;123
7276;100342;73050;2015-08-17 08:51:00;[];0;70;123
7277;100351;73304;2015-08-17 08:51:00;[];0;70;123
7278;100345;63083;2015-08-17 08:51:00;[];0;70;123
7279;100347;73583;2015-08-17 08:51:00;[];0;70;123
7280;100355;71097;2015-08-17 08:51:00;[];1;70;123
7281;100340;73459;2015-08-17 08:51:00;[];0;70;123
7282;100339;69899;2015-08-17 08:51:00;[];0;70;123
7283;100352;83446;2015-08-17 08:51:00;[];0;70;123
7284;100343;70570;2015-08-17 08:51:00;[];0;70;123
7285;100354;69578;2015-08-17 08:51:00;[];0;70;123
7286;100348;64464;2015-08-17 08:51:00;[];0;70;123
7287;100344;73690;2015-08-17 08:51:00;[];0;70;123
7288;100346;69972;2015-08-17 08:51:00;[];0;70;123
7289;100349;73023;2015-08-17 08:51:00;[];0;70;123
7290;100356;71854;2015-08-17 08:51:00;[];1;70;123
7291;100353;67038;2015-08-17 08:51:00;[];0;70;123
7292;100350;73290;2015-08-17 08:51:00;[];0;70;123
7293;82764;58095;2015-08-17 15:48:00;[0, 0, 0, 0];0;70;123
7294;82765;57598;2015-08-17 16:29:00;[0, 0, 0, 0];0;70;123
7295;101925;57261;2015-08-17 17:14:00;[];1;70;123
7296;101920;55860;2015-08-17 17:14:00;[];1;70;123
7297;101923;57517;2015-08-17 17:14:00;[];1;70;123
7298;101919;57613;2015-08-17 17:14:00;[];1;70;123
7299;101920;55860;2015-08-17 17:46:00;[1];0;70;124
7300;101925;57261;2015-08-17 17:46:00;[1];0;70;124
7301;101919;57613;2015-08-17 17:46:00;[1];1;70;124
7302;101923;57517;2015-08-17 17:46:00;[1];0;70;124
7303;100384;73403;2015-08-18 08:48:00;[];0;71;125
7304;100373;61478;2015-08-18 08:48:00;[];0;71;125
7305;100389;75620;2015-08-18 08:48:00;[];0;71;125
7306;100364;74888;2015-08-18 08:48:00;[];1;71;125
7307;100385;74560;2015-08-18 08:48:00;[];0;71;125
7308;100381;76761;2015-08-18 08:48:00;[];0;71;125
7309;100365;72901;2015-08-18 08:48:00;[];1;71;125
7310;100358;67979;2015-08-18 08:48:00;[];0;71;125
7311;100380;77736;2015-08-18 08:48:00;[];0;71;125
7312;100357;73574;2015-08-18 08:48:00;[];0;71;125
7313;100383;73213;2015-08-18 08:48:00;[];0;71;125
7314;100369;74562;2015-08-18 08:48:00;[];0;71;125
7315;100392;74953;2015-08-18 08:48:00;[];0;71;125
7316;100367;73871;2015-08-18 08:48:00;[];0;71;125
7317;100379;72035;2015-08-18 08:48:00;[];0;71;125
7318;100368;75090;2015-08-18 08:48:00;[];0;71;125
7319;100377;72163;2015-08-18 08:48:00;[];0;71;125
7320;100376;73594;2015-08-18 08:48:00;[];0;71;125
7321;100370;73033;2015-08-18 08:48:00;[];1;71;125
7322;100390;69945;2015-08-18 08:48:00;[];0;71;125
7323;100391;67669;2015-08-18 08:48:00;[];0;71;125
7324;100371;77773;2015-08-18 08:48:00;[];1;71;125
7325;100375;73615;2015-08-18 08:48:00;[];0;71;125
7326;100372;74064;2015-08-18 08:48:00;[];1;71;125
7327;100374;64072;2015-08-18 08:48:00;[];0;71;125
7328;100366;64971;2015-08-18 08:48:00;[];0;71;125
7329;100393;68269;2015-08-18 08:48:00;[];0;71;125
7330;100382;73280;2015-08-18 08:48:00;[];0;71;125
7331;100387;64626;2015-08-18 08:48:00;[];0;71;125
7332;100362;70137;2015-08-18 08:48:00;[];1;71;125
7333;100363;69925;2015-08-18 08:48:00;[];1;71;125
7334;100388;68935;2015-08-18 08:48:00;[];0;71;125
7335;100361;61541;2015-08-18 08:48:00;[];1;71;125
7336;100386;73593;2015-08-18 08:48:00;[];0;71;125
7337;100359;73134;2015-08-18 08:48:00;[];0;71;125
7338;100360;74832;2015-08-18 08:48:00;[];0;71;125
7339;101919;57613;2015-08-18 13:07:00;[1, 1];1;71;125
7340;101919;57613;2015-08-18 13:16:00;[1, 1, 1];0;71;126
7341;100371;77773;2015-08-18 15:41:00;[1];1;71;126
7342;82601;49913;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7343;82615;55283;2015-08-18 18:58:00;[0, 0, 0, 0, 1, 1, 0, 0, 1];0;72;127
7344;82597;54885;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 1, 1];0;72;127
7345;82614;56637;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7346;82613;55677;2015-08-18 18:58:00;[0, 1, 0, 0, 0, 0, 1, 0, 1, 1];0;72;127
7347;82600;55467;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;72;127
7348;82599;54919;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;72;127
7349;82602;55512;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7350;82606;55230;2015-08-18 18:58:00;[0, 0, 0, 1, 0, 1, 0, 0, 1];0;72;127
7351;82608;55425;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7352;82611;55121;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7353;82610;55513;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7354;82598;55713;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;72;127
7355;82609;57791;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;72;127
7356;82607;57067;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7357;82612;54995;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7358;82605;57549;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7359;82619;56977;2015-08-18 18:58:00;[0, 0, 0, 0, 1, 1, 0, 0, 1];0;72;127
7360;82616;57704;2015-08-18 18:58:00;[0, 0, 0, 0, 1, 1, 0, 0, 1];0;72;127
7361;82603;55124;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7362;82617;55809;2015-08-18 18:58:00;[0, 0, 0, 0, 1, 1, 0, 0, 1];0;72;127
7363;82621;55455;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7364;82604;55909;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7365;82618;56106;2015-08-18 18:58:00;[0, 0, 0, 0, 1, 1, 0, 0, 1];0;72;127
7366;82620;56171;2015-08-18 18:58:00;[0, 0, 0, 0, 0, 1, 0, 0, 1];0;72;127
7367;101988;55431;2015-08-19 08:05:00;[];1;72;127
7368;82714;54719;2015-08-19 08:05:00;[1, 1, 0, 0, 1];0;72;127
7369;101980;55237;2015-08-19 08:05:00;[];1;72;127
7370;82717;54555;2015-08-19 08:05:00;[1, 1, 0, 0, 0];0;72;127
7371;82719;55333;2015-08-19 08:05:00;[1, 1, 0, 0, 0];0;72;127
7372;101981;53786;2015-08-19 08:05:00;[];0;72;127
7373;82716;57279;2015-08-19 08:05:00;[1, 1, 0, 0, 0];0;72;127
7374;82715;54731;2015-08-19 08:05:00;[1, 1, 0, 0, 0];0;72;127
7375;82718;59499;2015-08-19 08:05:00;[1, 1, 0, 0, 0];0;72;127
7376;101984;59444;2015-08-19 08:05:00;[];1;72;127
7377;101982;57905;2015-08-19 08:05:00;[];0;72;127
7378;101987;58866;2015-08-19 08:05:00;[];0;72;127
7379;101988;55431;2015-08-19 09:32:00;[1];0;72;128
7380;100426;38987;2015-08-19 09:33:00;[];1;72;128
7381;100426;38987;2015-08-19 09:34:00;[1];0;72;129
7382;101980;55237;2015-08-19 09:34:00;[1];0;72;129
7383;101984;59444;2015-08-19 09:39:00;[1];0;72;129
7384;82761;58376;2015-08-19 09:47:00;[1, 1, 0, 1, 1];0;72;129
7385;82763;56184;2015-08-19 09:47:00;[1, 1, 0, 0, 0];0;72;129
7386;82762;57954;2015-08-19 09:47:00;[1, 1, 0, 0, 0];0;72;129
7387;82760;57426;2015-08-19 09:47:00;[1, 1, 0, 0, 0];0;72;129
7388;82759;57215;2015-08-19 09:47:00;[1, 1, 0, 0, 1];0;72;129
7389;100541;105916;2015-08-19 11:00:00;[];0;72;129
7390;100531;111786;2015-08-19 11:00:00;[];0;72;129
7391;100440;108964;2015-08-19 11:00:00;[];0;72;129
7392;100433;105842;2015-08-19 11:00:00;[];1;72;129
7393;100441;107015;2015-08-19 11:00:00;[];0;72;129
7394;100492;105522;2015-08-19 11:00:00;[];0;72;129
7395;100493;102071;2015-08-19 11:00:00;[];1;72;129
7396;100536;102254;2015-08-19 11:00:00;[];0;72;129
7397;100530;103747;2015-08-19 11:00:00;[];1;72;129
7398;100442;101461;2015-08-19 11:00:00;[];0;72;129
7399;100429;99670;2015-08-19 11:00:00;[];0;72;129
7400;100532;104512;2015-08-19 11:00:00;[];0;72;129
7401;100527;102668;2015-08-19 11:00:00;[];0;72;129
7402;100430;107799;2015-08-19 11:00:00;[];0;72;129
7403;100431;103886;2015-08-19 11:00:00;[];0;72;129
7404;100496;104676;2015-08-19 11:00:00;[];0;72;129
7405;100489;100557;2015-08-19 11:00:00;[];0;72;129
7406;100434;110763;2015-08-19 11:00:00;[];0;72;129
7407;100432;91247;2015-08-19 11:00:00;[];1;72;129
7408;100435;106119;2015-08-19 11:00:00;[];0;72;129
7409;100502;105094;2015-08-19 11:00:00;[];0;72;129
7410;100491;108340;2015-08-19 11:00:00;[];0;72;129
7411;100427;117682;2015-08-19 11:00:00;[];0;72;129
7412;100540;104292;2015-08-19 11:00:00;[];0;72;129
7413;100529;104466;2015-08-19 11:00:00;[];0;72;129
7414;100488;104564;2015-08-19 11:00:00;[];0;72;129
7415;100528;40050;2015-08-19 11:00:00;[];0;72;129
7416;100436;108785;2015-08-19 11:00:00;[];0;72;129
7417;100428;100383;2015-08-19 11:00:00;[];0;72;129
7418;100478;103172;2015-08-19 11:00:00;[];0;72;129
7419;100497;103462;2015-08-19 11:00:00;[];0;72;129
7420;100437;105447;2015-08-19 11:00:00;[];0;72;129
7421;100490;105943;2015-08-19 11:00:00;[];0;72;129
7422;100439;107336;2015-08-19 11:00:00;[];0;72;129
7423;100487;104529;2015-08-19 11:00:00;[];0;72;129
7424;100534;100840;2015-08-19 11:00:00;[];0;72;129
7425;100443;102905;2015-08-19 11:00:00;[];0;72;129
7426;100467;99793;2015-08-19 11:00:00;[];1;72;129
7427;100498;103064;2015-08-19 11:00:00;[];1;72;129
7428;100458;102374;2015-08-19 11:00:00;[];0;72;129
7429;100509;106802;2015-08-19 11:00:00;[];1;72;129
7430;100510;101864;2015-08-19 11:00:00;[];0;72;129
7431;100511;103574;2015-08-19 11:00:00;[];0;72;129
7432;100482;104804;2015-08-19 11:00:00;[];0;72;129
7433;100473;104208;2015-08-19 11:00:00;[];1;72;129
7434;100457;55760;2015-08-19 11:00:00;[];1;72;129
7435;100512;103913;2015-08-19 11:00:00;[];1;72;129
7436;100456;103465;2015-08-19 11:00:00;[];0;72;129
7437;100513;103276;2015-08-19 11:00:00;[];1;72;129
7438;100514;101177;2015-08-19 11:00:00;[];0;72;129
7439;100533;103420;2015-08-19 11:00:00;[];0;72;129
7440;100515;106431;2015-08-19 11:00:00;[];1;72;129
7441;100516;103341;2015-08-19 11:00:00;[];0;72;129
7442;100517;105072;2015-08-19 11:00:00;[];0;72;129
7443;100477;104515;2015-08-19 11:00:00;[];0;72;129
7444;100483;103439;2015-08-19 11:00:00;[];0;72;129
7445;100518;101061;2015-08-19 11:00:00;[];0;72;129
7446;100519;106758;2015-08-19 11:00:00;[];0;72;129
7447;100459;107064;2015-08-19 11:00:00;[];1;72;129
7448;100474;104528;2015-08-19 11:00:00;[];0;72;129
7449;100508;46318;2015-08-19 11:00:00;[];1;72;129
7450;100479;105012;2015-08-19 11:00:00;[];0;72;129
7451;100466;99663;2015-08-19 11:00:00;[];0;72;129
7452;100539;105210;2015-08-19 11:00:00;[];0;72;129
7453;100503;96128;2015-08-19 11:00:00;[];1;72;129
7454;100465;69823;2015-08-19 11:00:00;[];0;72;129
7455;100464;100580;2015-08-19 11:00:00;[];1;72;129
7456;100463;100698;2015-08-19 11:00:00;[];1;72;129
7457;100480;104695;2015-08-19 11:00:00;[];0;72;129
7458;100542;104668;2015-08-19 11:00:00;[];0;72;129
7459;100462;104782;2015-08-19 11:00:00;[];0;72;129
7460;100504;101976;2015-08-19 11:00:00;[];0;72;129
7461;100461;104124;2015-08-19 11:00:00;[];0;72;129
7462;100469;69458;2015-08-19 11:00:00;[];1;72;129
7463;100470;99309;2015-08-19 11:00:00;[];0;72;129
7464;100505;101865;2015-08-19 11:00:00;[];0;72;129
7465;100506;102039;2015-08-19 11:00:00;[];1;72;129
7466;100460;76002;2015-08-19 11:00:00;[];0;72;129
7467;100481;103135;2015-08-19 11:00:00;[];0;72;129
7468;100507;102730;2015-08-19 11:00:00;[];0;72;129
7469;100471;101922;2015-08-19 11:00:00;[];0;72;129
7470;100472;104723;2015-08-19 11:00:00;[];0;72;129
7471;100520;101633;2015-08-19 11:00:00;[];0;72;129
7472;100455;101495;2015-08-19 11:00:00;[];0;72;129
7473;100500;102245;2015-08-19 11:00:00;[];0;72;129
7474;100449;104558;2015-08-19 11:00:00;[];0;72;129
7475;100454;102116;2015-08-19 11:00:00;[];0;72;129
7476;100524;103158;2015-08-19 11:00:00;[];0;72;129
7477;100535;104023;2015-08-19 11:00:00;[];0;72;129
7478;100499;103676;2015-08-19 11:00:00;[];0;72;129
7479;100447;104997;2015-08-19 11:00:00;[];0;72;129
7480;100501;102597;2015-08-19 11:00:00;[];1;72;129
7481;100485;102897;2015-08-19 11:00:00;[];0;72;129
7482;100446;105370;2015-08-19 11:00:00;[];0;72;129
7483;100495;102207;2015-08-19 11:00:00;[];1;72;129
7484;100526;78276;2015-08-19 11:00:00;[];0;72;129
7485;100445;111163;2015-08-19 11:00:00;[];0;72;129
7486;100468;102548;2015-08-19 11:00:00;[];0;72;129
7487;100444;103962;2015-08-19 11:00:00;[];0;72;129
7488;100486;100712;2015-08-19 11:00:00;[];0;72;129
7489;100494;86130;2015-08-19 11:00:00;[];1;72;129
7490;100484;104306;2015-08-19 11:00:00;[];0;72;129
7491;100448;104035;2015-08-19 11:00:00;[];0;72;129
7492;100525;80217;2015-08-19 11:00:00;[];0;72;129
7493;100452;105994;2015-08-19 11:00:00;[];0;72;129
7494;100522;100542;2015-08-19 11:00:00;[];0;72;129
7495;100453;104445;2015-08-19 11:00:00;[];0;72;129
7496;100451;104382;2015-08-19 11:00:00;[];0;72;129
7497;100537;82861;2015-08-19 11:00:00;[];0;72;129
7498;100476;101399;2015-08-19 11:00:00;[];0;72;129
7499;100475;105713;2015-08-19 11:00:00;[];0;72;129
7500;100521;110544;2015-08-19 11:00:00;[];0;72;129
7501;100538;102480;2015-08-19 11:00:00;[];0;72;129
7502;100450;100020;2015-08-19 11:00:00;[];0;72;129
7503;100523;103636;2015-08-19 11:00:00;[];0;72;129
7504;102081;58075;2015-08-19 11:40:00;[];0;72;129
7505;102080;58284;2015-08-19 11:40:00;[];0;72;129
7506;102079;58653;2015-08-19 11:40:00;[];0;72;129
7507;82766;59719;2015-08-19 11:51:00;[1, 1, 1, 1, 1, 1];0;72;129
7508;102123;63421;2015-08-19 14:14:00;[];1;72;129
7509;102124;60662;2015-08-19 14:14:00;[];0;72;129
7510;102125;60671;2015-08-19 14:14:00;[];0;72;129
7511;102126;58743;2015-08-19 14:14:00;[];0;72;129
7512;102127;59755;2015-08-19 14:14:00;[];0;72;129
7513;102123;63421;2015-08-19 14:22:00;[1];0;72;130
7514;102160;57125;2015-08-19 14:43:00;[];0;72;130
7515;102161;56724;2015-08-19 14:43:00;[];0;72;130
7516;102162;55237;2015-08-19 16:11:00;[];0;73;131
7517;102163;55844;2015-08-19 16:11:00;[];1;73;131
